Amount,Date,ScenarioName,DepartmentGroupName,ParentOrganizationKey,OrganizationName,CurrencyKey
41.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
74.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
32.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
94.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
58.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
6.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
21.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
19.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
17.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
76.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
44.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
67.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
-54.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
90.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
2.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southeast Division,100
1214948.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
712469.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
29838.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
2755.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
3061.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
428.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
390.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
192.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
146.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
43.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
66.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
256.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
202.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
272.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
490.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
128.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
492.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
305.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
29.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
103.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
85.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
83.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
454.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
199.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
306.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
-245.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
408.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
12.0,2007-04-01 00:00:00,Actual,Inventory Management,14.0,Southeast Division,100
15973.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
1311.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
820.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
104.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
94.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
50.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
38.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
10.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
16.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
82.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
108.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
113.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
204.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
71.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
270.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
167.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
17.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
60.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
52.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
48.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
227.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
120.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
185.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
-148.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
247.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
6.0,2007-04-01 00:00:00,Actual,Manufacturing,14.0,Southeast Division,100
15672.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
1287.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
1287.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
169.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
153.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
78.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
58.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
17.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
26.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
108.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
154.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
127.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
229.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
76.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
291.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
180.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
19.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
67.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
60.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
53.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
227.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
140.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
216.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
-173.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
288.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
6.0,2007-04-01 00:00:00,Actual,Quality Assurance,14.0,Southeast Division,100
4154.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
18695.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
862.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
53878.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
10386.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
21022.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
1941.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
1510.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
3490.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
230.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
209.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
106.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
79.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
23.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
34.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
174.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
152.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
151.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
869.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
333.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
105.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
425.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
263.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
27.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
95.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
85.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
76.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
340.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
198.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
305.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
-244.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
406.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
9.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
595.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
47500.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
207726.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southeast Division,100
294482.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
320339.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
10343.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
6406.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
47089.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
30752.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
64708.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
12485.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
39785.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
11361.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
114313.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
10603.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
4466.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
24914.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
21197.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
163056.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
120854.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
28043.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
23030.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
24441.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
95546.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
85046.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
27616.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
120854.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
30934.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
2297779.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
-63566.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
19414.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southeast Division,100
62192.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
7019.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
5743.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
780.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
709.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
350.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
260.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
78.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
117.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
468.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
435.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
525.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
945.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
264.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
1039.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
643.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
64.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
225.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
196.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
180.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
900.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
191.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
294.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
-235.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
392.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
333.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
10.0,2007-04-01 00:00:00,Actual,Corporate,14.0,Southwest Division,100
96643.0,2007-04-01 00:00:00,Actual,Executive General and Administration,14.0,Southwest Division,100
2635.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
15814.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
3339.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
72414.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
32946.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
61594.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
6320.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
5056.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
7907.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
720.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
655.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
330.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
250.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
72.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
104.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
527.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
455.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
412.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
2686.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
927.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
277.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
1134.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
702.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
73.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
257.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
232.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
206.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
900.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
226.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
348.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
-278.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
464.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
26740.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
10.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
773.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
71000.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
263574.0,2007-04-01 00:00:00,Actual,Research and Development,14.0,Southwest Division,100
297307.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
772427.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
22678.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
15448.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
110070.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
72608.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
139037.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
12485.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
39785.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
13358.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
58455.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
10603.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
4466.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
24688.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
20008.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
157848.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
48441.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
26019.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
22545.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
53529.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
100796.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
100165.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
27923.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
54434.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
29199.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
-454910.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
1482864.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
21197.0,2007-04-01 00:00:00,Actual,Sales and Marketing,14.0,Southwest Division,100
78284.36,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
8033.05,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
4819.35,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
737.46,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
670.79,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
342.0,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
260.18,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
75.31999999999998,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
107.14,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
514.73,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
499.58,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
648.06,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
1166.25,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
352.6,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
1346.56,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
832.9099999999999,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
82.9,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
285.93,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
240.48,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
228.36,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
1228.38,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
234.42,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
360.18,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
-286.79,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
479.88,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
431.39,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
9.0,2007-04-01 00:00:00,Actual,Corporate,2.0,Canadian Division,19
294039.89,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
36604.79,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
3755.7,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
3381.45,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
479.88,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
435.94,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
219.27,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
164.72,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
49.57,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
70.78,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
292.0,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
608.67,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
322.3,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
578.36,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
188.96,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
675.34,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
417.76,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
43.51,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
152.6,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
135.93,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
122.3,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
546.55,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
132.9,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
204.12,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
-161.04,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
272.3,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
213.21,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
4.0,2007-04-01 00:00:00,Actual,Executive General and Administration,2.0,Canadian Division,19
56135.46,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
12030.09,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
6958.79,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
167181.47,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
40095.77,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
49380.79,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
5067.84,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
4560.26,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
16039.26,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
599.58,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
545.03,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
273.81,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
205.63,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
61.69,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
88.95999999999998,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
802.61,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
364.72,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
619.27,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
7202.73,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
723.82,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
198.05,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
740.49,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
458.67,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
45.02,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
155.63,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
131.39,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
123.81,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
682.91,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
128.36,2007-04-01 00:00:00,Actual,Research and Development,2.0,Canadian Division,19
